chr	start	end	strand	itr_id	gene	product	protein_id
NC_000913.3	283201	285168	+	263	yagG	CP4-6 prophage; dehydratase family protein	ref|NP_414803.1|
NC_000913.3	285395	286777	+	264	yagH	CP4-6 prophage; putative sugar transporter	ref|NP_414804.1|
NC_000913.3	286789	288399	+	265	yagI	CP4-6 prophage; putative xylosidase/arabinosidase	ref|NP_414805.1|
NC_000913.3	288404	289162	-	266	argF	CP4-6 prophage; putative DNA-binding transcriptional regulator	ref|NP_414806.1|
NC_000913.3	289301	290305	-	267	ykgS	ornithine carbamoyltransferase 2, chain F; CP4-6 prophage	ref|NP_414807.1|
NC_000913.3	290429	290633	+	268	insB1	NA	NA
NC_000913.3	290649	291152	-	269	insA	IS1 transposase B	ref|NP_414808.1|
NC_000913.3	291071	291346	-	270	yagJ	IS1 repressor TnpA	ref|NP_414809.1|
NC_000913.3	291404	292231	+	271	yagK	NA	NA
NC_000913.3	292322	292948	-	272	yagL	CP4-6 prophage; conserved protein	ref|NP_414811.1|
NC_000913.3	293220	293918	-	273	yagM	CP4-6 prophage; DNA-binding protein	ref|NP_414812.1|
NC_000913.3	293945	294799	-	274	yagN	CP4-6 prophage; uncharacterized protein	ref|NP_414813.1|
NC_000913.3	295139	295579	-	275	intF	CP4-6 prophage; uncharacterized protein	ref|NP_414814.1|
NC_000913.3	295696	297096	-	276	yagP	tRNA-Xxx	ref|NP_414815.1|
NC_000913.3	297381	297719	-	277	ykgT	NA	NA
NC_000913.3	297714	297791	-	278	paoD	NA	NA
NC_000913.3	297770	298726	-	279	paoC	moco insertion factor for PaoABC aldehyde oxidoreductase	ref|NP_414817.1|
NC_000913.3	298736	300934	-	280	paoB	PaoABC aldehyde oxidoreductase, Moco-containing subunit	ref|NP_414818.1|
NC_000913.3	300931	301887	-	281	paoA	PaoABC aldehyde oxidoreductase, FAD-containing subunit	ref|NP_414819.1|
NC_000913.3	301884	302573	-	282	yagU	PaoABC aldehyde oxidoreductase, 2Fe-2S subunit	ref|NP_414820.1|
NC_000913.3	302991	303605	+	283	ykgJ	DUF1440 family inner membrane acid resistance protein	ref|NP_414821.1|
NC_000913.3	303853	304182	-	284	ecpE	UPF0153 cysteine cluster protein	ref|NP_414822.1|
NC_000913.3	304495	305205	-	285	ecpD	ECP production pilus chaperone	ref|NP_414823.2|
NC_000913.3	305174	306817	-	286	ecpC	polymerized tip adhesin of ECP fibers	ref|NP_414824.1|
NC_000913.3	306807	309332	-	287	ecpB	ECP production outer membrane protein	ref|NP_414825.1|
NC_000913.3	309358	310026	-	288	ecpA	ECP production pilus chaperone	ref|NP_414826.1|
NC_000913.3	310084	310671	-	289	ecpR	ECP pilin	ref|NP_414827.1|
NC_000913.3	310746	311336	-	290	ykgL	putative transcriptional regulator for the ecp operon	ref|NP_414828.1|
NC_000913.3	312112	312339	+	291	ykgO	uncharacterized protein	ref|NP_414829.1|
NC_000913.3	312374	312514	-	292	ykgM	RpmJ-like protein	ref|YP_588437.1|
NC_000913.3	312514	312777	-	293	ykgR	50S ribosomal protein L31 type B; alternative zinc-limitation L31 protein	ref|NP_414830.1|
NC_000913.3	313141	313242	-	294	ykgP	uncharacterized protein	ref|YP_002791238.1|
NC_000913.3	313716	313805	-	295	eaeH	NA	NA
NC_000913.3	314357	315228	+	296	insE1	NA	NA
NC_000913.3	315291	315590	+	297	insF1	IS3 transposase A	ref|NP_414832.2|
NC_000913.3	315587	316453	+	298	ykgA	IS3 transposase B	ref|NP_414833.1|
NC_000913.3	316486	317169	-	299	ykgQ	NA	NA
NC_000913.3	317439	317567	+	300	rclC	NA	NA
NC_000913.3	317726	318319	-	301	rclB	reactive chlorine species (RCS) stress resistance inner membrane protein	ref|NP_414835.2|
NC_000913.3	318331	318567	-	302	rclA	reactive chlorine species (RCS) stress resistance periplasmic protein	ref|NP_414837.2|
NC_000913.3	318676	320001	-	303	rclR	reactive chlorine stress species (RCS) resistance protein; pyridine nucleotide-dependent disulfide oxidoreductase family	ref|NP_414838.2|
NC_000913.3	320227	321081	+	304	ykgE	reactive chlorine species (RCS)-specific activator of the rcl genes	ref|NP_414839.1|
NC_000913.3	321608	322327	+	305	ykgF	cysteine-rich LutA family protein; putative electron transport chain YkgEFG component	ref|NP_414840.1|
NC_000913.3	322338	323765	+	306	ykgG	ferridoxin-like LutB family protein; putative electron transport chain YkgEFG component	ref|NP_414841.1|
NC_000913.3	323758	324453	+	307	ykgH	LutC family protein; putative electron transport chain YkgEFG component	ref|NP_414842.4|
NC_000913.3	324696	325364	-	308	betA	putative inner membrane protein	ref|NP_414844.1|
NC_000913.3	325577	327247	-	309	betB	choline dehydrogenase, a flavoprotein	ref|NP_414845.1|
NC_000913.3	327261	328733	-	310	betI	betaine aldehyde dehydrogenase, NAD-dependent	ref|NP_414846.1|
NC_000913.3	328747	329334	-	311	betT	choline-inducible betIBA-betT divergent operon transcriptional repressor	ref|NP_414847.3|
NC_000913.3	329463	331496	+	312	yahA	choline transporter of high affinity	ref|NP_414848.1|
NC_000913.3	332371	333459	+	313	yahB	c-di-GMP-specific phosphodiesterase	ref|NP_414849.1|
NC_000913.3	333501	334433	-	314	yahC	putative DNA-bindng transcriptional regulator	ref|NP_414850.1|
NC_000913.3	334525	335022	-	315	yahD	putative inner membrane protein	ref|NP_414851.1|
NC_000913.3	335280	335885	+	316	yahE	ankyrin repeat protein	ref|NP_414852.1|
NC_000913.3	335925	336788	+	317	yahF	DUF2877 family protein	ref|NP_414853.1|
NC_000913.3	336778	338325	+	318	yahG	putative NAD(P)-binding succinyl-CoA synthase	ref|NP_414854.1|
NC_000913.3	338325	339743	+	319	yahI	DUF1116 family protein	ref|NP_414855.1|
NC_000913.3	340165	341115	+	320	yahJ	carbamate kinase-like protein	ref|NP_414857.1|
NC_000913.3	341125	342507	+	321	yahK	putative metallo-dependent hydrolase domain deaminase	ref|NP_414858.1|
NC_000913.3	342884	343933	+	322	yahL	broad specificity NADPH-dependent aldehyde reductase, Zn-containing	ref|NP_414859.1|
NC_000913.3	344176	344991	+	323	yahM	uncharacterized protein	ref|NP_414860.1|
NC_000913.3	345404	345649	+	324	yahN	uncharacterized protein	ref|NP_414861.2|
NC_000913.3	345666	346337	-	325	yahO	amino acid exporter for proline, lysine, glutamate, homoserine	ref|NP_414862.1|
NC_000913.3	346484	346759	+	326	prpR	periplasmic protein, function unknown, YhcN family	ref|NP_414863.1|
NC_000913.3	346857	348443	-	327	prpB	propionate catabolism operon regulatory protein	ref|NP_414864.1|
NC_000913.3	348682	349572	+	328	prpC	2-methylisocitrate lyase	ref|NP_414865.1|
NC_000913.3	350012	351181	+	329	prpD	2-methylcitrate synthase	ref|NP_414867.1|
NC_000913.3	351215	352666	+	330	prpE	2-methylcitrate dehydratase	ref|NP_414868.1|
NC_000913.3	352706	354592	+	331	codB	propionate--CoA ligase	ref|NP_414869.1|
NC_000913.3	354922	356181	+	332	codA	cytosine transporter	ref|NP_414870.1|
NC_000913.3	356171	357454	+	333	cynR	cytosine/isoguanine deaminase	ref|NP_414871.1|
NC_000913.3	357791	358690	-	334	cynT	transcriptional activator of cyn operon; autorepressor	ref|NP_414872.3|
NC_000913.3	358799	359458	+	335	cynS	carbonic anhydrase	ref|NP_414873.1|
NC_000913.3	359489	359959	+	336	cynX	cyanate aminohydrolase	ref|NP_414874.1|
NC_000913.3	359992	361146	+	337	lacA	putative cyanate transporter	ref|NP_414875.1|
NC_000913.3	361249	361860	-	338	lacY	thiogalactoside acetyltransferase	ref|NP_414876.1|
NC_000913.3	361926	363179	-	339	lacZ	lactose permease	ref|NP_414877.1|
NC_000913.3	363231	366305	-	340	lacI	beta-D-galactosidase	ref|NP_414878.1|
NC_000913.3	366428	367510	-	341	mhpR	lactose-inducible lac operon transcriptional repressor	ref|NP_414879.3|
NC_000913.3	367587	368420	-	342	mhpA	mhp operon transcriptional activator	ref|NP_414880.2|
NC_000913.3	368611	370275	+	343	mhpB	3-(3-hydroxyphenyl)propionate hydroxylase	ref|NP_414881.1|
NC_000913.3	370277	371221	+	344	mhpC	2,3-dihydroxyphenylpropionate 1,2-dioxygenase	ref|NP_414882.1|
NC_000913.3	371239	372105	+	345	mhpD	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase	ref|NP_414883.5|
NC_000913.3	372115	372924	+	346	mhpF	2-keto-4-pentenoate hydratase	ref|NP_414884.2|
NC_000913.3	372921	373871	+	347	mhpE	acetaldehyde-CoA dehydrogenase II, NAD-binding	ref|NP_414885.1|
NC_000913.3	373868	374881	+	348	mhpT	4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I	ref|NP_414886.1|
NC_000913.3	375459	376670	+	349	yaiL	3-hydroxyphenylpropionic transporter	ref|NP_414887.2|
NC_000913.3	376772	377311	+	350	frmB	DUF2058 family protein	ref|NP_414888.4|
NC_000913.3	377535	378368	-	351	frmA	S-formylglutathione hydrolase	ref|NP_414889.1|
NC_000913.3	378462	379571	-	352	frmR	alcohol dehydrogenase class III; glutathione-dependent formaldehyde dehydrogenase	ref|NP_414890.1|
NC_000913.3	379606	379881	-	353	yaiO	regulator protein that represses frmRAB operon	ref|NP_414891.4|
NC_000913.3	380069	380842	-	354	yaiX	outer membrane protein	ref|NP_414892.1|
NC_000913.3	382591	382872	-	355	insC1	NA	NA
NC_000913.3	381351	381716	+	356	insD1	IS2 repressor TnpA	ref|NP_414894.2|
NC_000913.3	381674	382579	+	357	yaiP	IS2 transposase TnpB	ref|NP_414895.1|
NC_000913.3	382739	383935	-	358	yaiS	putative family 2 glycosyltransferase	ref|NP_414897.1|
NC_000913.3	384059	384616	-	359	tauA	putative PIG-L family deacetylase	ref|NP_414898.4|
NC_000913.3	385232	386194	+	360	tauB	taurine ABC transporter periplasmic binding protein	ref|NP_414899.2|
NC_000913.3	386207	386974	+	361	tauC	taurine ABC transporter ATPase	ref|NP_414900.1|
NC_000913.3	386971	387798	+	362	tauD	taurine ABC transporter permease	ref|NP_414901.1|
NC_000913.3	387795	388646	+	363	hemB	taurine dioxygenase, 2-oxoglutarate-dependent	ref|NP_414902.1|
NC_000913.3	388753	389727	-	364	yaiT	5-aminolevulinate dehydratase (porphobilinogen synthase)	ref|NP_414903.4|
NC_000913.3	390251	391708	+	365	insF1	NA	NA
NC_000913.3	391739	392605	-	366	insE1	IS3 transposase B	ref|NP_414906.1|
NC_000913.3	392602	392901	-	367	yaiV	IS3 transposase A	ref|NP_414907.2|
NC_000913.3	394506	395129	+	368	ampH	putative transcriptional regulator	ref|NP_414909.2|
NC_000913.3	395130	396287	-	369	sbmA	D-alanyl-D-alanine-carboxypeptidase/endopeptidase; penicillin-binding protein; weak beta-lactamase	ref|NP_414910.1|
NC_000913.3	396639	397859	+	370	yaiW	peptide antibiotic transporter	ref|NP_414911.1|
NC_000913.3	397872	398966	+	371	yaiY	microcin Bac7 uptake protein; outer membrane surface-exposed lipoprotein	ref|NP_414912.1|
NC_000913.3	399025	399333	-	372	yaiZ	DUF2755 family inner membrane protein	ref|NP_414913.1|
NC_000913.3	399593	399805	+	373	ddlA	DUF2754 family putative inner membrane protein	ref|NP_414914.2|
NC_000913.3	399829	400923	-	374	iraP	D-alanine-D-alanine ligase A	ref|NP_414915.1|
NC_000913.3	401386	401646	+	375	phoA	anti-RssB factor, RpoS stabilzer during Pi starvation; anti-adapter protein	ref|NP_414916.1|
NC_000913.3	401747	403162	+	376	psiF	bacterial alkaline phosphatase	ref|NP_414917.2|
NC_000913.3	403281	403601	+	377	yaiC	PsiF family protein	ref|NP_414918.4|
NC_000913.3	403703	404818	+	378	proC	diguanylate cyclase, cellulose regualtor	ref|NP_414919.1|
NC_000913.3	404835	405644	-	379	yaiI	pyrroline-5-carboxylate reductase, NAD(P)-binding	ref|NP_414920.1|
NC_000913.3	405764	406222	+	380	aroL	UPF0178 family protein	ref|NP_414921.2|
NC_000913.3	406405	406929	+	381	yaiA	shikimate kinase II	ref|NP_414922.1|
NC_000913.3	406979	407170	+	382	aroM	OxyR-regulated conserved protein	ref|NP_414923.1|
NC_000913.3	407428	408105	+	383	yaiE	AroM family protein	ref|NP_414924.1|
NC_000913.3	408177	408461	+	384	ykiA	UPF0345 family protein	ref|NP_414925.1|
NC_000913.3	408609	408950	+	385	rdgC	NA	NA
NC_000913.3	409108	410019	-	386	mak	nucleoid-associated ssDNA and dsDNA binding protein; competitive inhibitor of RecA function	ref|NP_414927.1|
NC_000913.3	410144	411052	+	387	araJ	manno(fructo)kinase	ref|NP_414928.2|
NC_000913.3	411297	412481	-	388	sbcC	L-arabinose-inducible putative transporter, MFS family	ref|NP_414930.3|
NC_000913.3	412607	415753	-	389	sbcD	exonuclease, dsDNA, ATP-dependent	ref|NP_414931.1|
NC_000913.3	415750	416952	-	390	phoB	exonuclease, dsDNA, ATP-dependent	ref|NP_414932.1|
NC_000913.3	417142	417831	+	391	phoR	response regulator in two-component regulatory system with PhoR	ref|NP_414933.1|
NC_000913.3	417889	419184	+	392	brnQ	sensory histidine kinase in two-component regulatory system with PhoB	ref|NP_414934.1|
NC_000913.3	419591	420910	+	393	proY	branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val	ref|NP_414935.1|
NC_000913.3	420986	422359	+	394	malZ	proline-specific permease	ref|NP_414936.1|
NC_000913.3	422518	424332	+	395	acpH	maltodextrin glucosidase	ref|NP_414937.2|
NC_000913.3	424337	424918	-	396	queA	acyl carrier protein (ACP) phosphodiesterase; ACP hydrolyase	ref|NP_414938.1|
NC_000913.3	425011	426081	+	397	tgt	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	ref|NP_414939.1|
NC_000913.3	426137	427264	+	398	yajC	tRNA-guanine transglycosylase	ref|NP_414940.1|
NC_000913.3	427287	427619	+	399	secD	SecYEG protein translocase auxillary subunit	ref|NP_414941.1|
NC_000913.3	427647	429494	+	400	secF	SecYEG protein translocase auxillary subunit	ref|NP_414942.1|
NC_000913.3	429505	430476	+	401	yajD	SecYEG protein translocase auxillary subunit	ref|NP_414943.1|
NC_000913.3	430605	430952	+	402	tsx	HNH nuclease family protein	ref|NP_414944.1|
NC_000913.3	431129	432013	-	403	yajI	nucleoside channel, receptor of phage T6 and colicin K	ref|NP_414945.1|
NC_000913.3	432312	432851	-	404	nrdR	putative lipoprotein	ref|NP_414946.4|
NC_000913.3	433002	433451	+	405	ribD	Nrd regulon repressor	ref|NP_414947.1|
NC_000913.3	433455	434558	+	406	ribE	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	ref|NP_414948.1|
NC_000913.3	434647	435117	+	407	nusB	riboflavin synthase beta chain	ref|NP_414949.1|
NC_000913.3	435137	435556	+	408	thiL	transcription antitermination protein	ref|NP_414950.1|
NC_000913.3	435634	436611	+	409	pgpA	thiamine monophosphate kinase	ref|NP_414951.1|
NC_000913.3	436589	437107	+	410	yajO	phosphatidylglycerophosphatase A	ref|NP_414952.1|
NC_000913.3	437161	438135	-	411	dxs	2-carboxybenzaldehyde reductase	ref|NP_414953.2|
NC_000913.3	438315	440177	-	412	ispA	1-deoxyxylulose-5-phosphate synthase, thiamine triphosphate-binding, FAD-requiring	ref|NP_414954.1|
NC_000913.3	440202	441101	-	413	xseB	geranyltranstransferase	ref|NP_414955.1|
NC_000913.3	441101	441343	-	414	thiI	exonuclease VII small subunit	ref|NP_414956.1|
NC_000913.3	441549	442997	+	415	yajL	tRNA s(4)U8 sulfurtransferase	ref|NP_414957.1|
NC_000913.3	443051	443641	-	416	panE	oxidative-stress-resistance chaperone	ref|NP_414958.4|
NC_000913.3	443604	444515	-	417	yajQ	2-dehydropantoate reductase, NADPH-specific	ref|NP_414959.1|
NC_000913.3	444683	445174	+	418	yajR	phage Phi6 host factor, ATP/GTP binding protein	ref|NP_414960.2|
NC_000913.3	445302	446666	-	419	cyoE	putative transporter	ref|NP_414961.4|
NC_000913.3	446815	447705	-	420	cyoD	protoheme IX farnesyltransferase	ref|NP_414962.1|
NC_000913.3	447717	448046	-	421	cyoC	cytochrome o ubiquinol oxidase subunit IV	ref|NP_414963.1|
NC_000913.3	448046	448660	-	422	cyoB	cytochrome o ubiquinol oxidase subunit III	ref|NP_414964.1|
NC_000913.3	448650	450641	-	423	cyoA	cytochrome o ubiquinol oxidase subunit I	ref|NP_414965.1|
NC_000913.3	450663	451610	-	424	ampG	cytochrome o ubiquinol oxidase subunit II	ref|NP_414966.1|
NC_000913.3	452070	453545	-	425	yajG	muropeptide transporter	ref|NP_414967.1|
NC_000913.3	453589	454167	-	426	bolA	putative lipoprotein	ref|NP_414968.4|
NC_000913.3	454472	454789	+	427	tig	stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC	ref|NP_414969.4|
NC_000913.3	455133	456431	+	428	clpP	peptidyl-prolyl cis/trans isomerase (trigger factor)	ref|NP_414970.1|
NC_000913.3	456677	457300	+	429	clpX	proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	ref|NP_414971.1|
NC_000913.3	457426	458700	+	430	lon	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	ref|NP_414972.1|
NC_000913.3	458888	461242	+	431	hupB	DNA-binding ATP-dependent protease La	ref|NP_414973.1|
NC_000913.3	461451	461723	+	432	ppiD	HU, DNA-binding transcriptional regulator, beta subunit	ref|NP_414974.1|
NC_000913.3	461915	463786	+	433	ybaV	periplasmic folding chaperone, has an inactive PPIase domain	ref|NP_414975.1|
NC_000913.3	463937	464308	+	434	fadM	putative competence-suppressing periplasmic helix-hairpin-helix DNA-binding protein	ref|NP_414976.1|
NC_000913.3	464402	464800	+	435	queC	long-chain acyl-CoA thioesterase III	ref|NP_414977.1|
NC_000913.3	464852	465547	-	436	ybaE	7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis	ref|NP_414978.1|
NC_000913.3	465612	467312	-	437	cof	putative ABC transporter periplasmic binding protein	ref|NP_414979.1|
NC_000913.3	467412	468230	+	438	ybaO	thiamine pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase	ref|NP_414980.2|
NC_000913.3	468383	468841	+	439	mdlA	putative DNA-binding transcriptional regulator	ref|NP_414981.4|
NC_000913.3	468871	470643	+	440	mdlB	putative multidrug ABC transporter ATPase	ref|NP_414982.1|
NC_000913.3	470636	472417	+	441	glnK	putative multidrug ABC transporter ATPase	ref|NP_414983.1|
NC_000913.3	472598	472936	+	442	amtB	nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB	ref|NP_414984.1|
NC_000913.3	472966	474252	+	443	tesB	ammonium transporter	ref|NP_414985.1|
NC_000913.3	474301	475161	-	444	ybaY	acyl-CoA thioesterase 2	ref|NP_414986.1|
NC_000913.3	475379	475951	+	445	ybaZ	outer membrane lipoprotein	ref|NP_414987.3|
NC_000913.3	475982	476371	-	446	ybaA	4.5S sRNA component of Signal Recognition Particle (SRP)	ref|NP_414988.1|
NC_000913.3	476672	477025	+	447	ylaB	DUF1428 family protein	ref|NP_414989.1|
NC_000913.3	477067	478617	-	448	ylaC	putative membrane-anchored cyclic-di-GMP phosphodiesterase	ref|NP_414990.2|
NC_000913.3	478781	479251	-	449	maa	DUF1449 family inner membrane protein	ref|NP_414991.4|
NC_000913.3	479367	479918	-	450	hha	maltose O-acetyltransferase	ref|NP_414992.1|
NC_000913.3	480090	480308	-	451	tomB	modulator of gene expression, with H-NS	ref|NP_414993.1|
NC_000913.3	480334	480708	-	452	acrB	Hha toxicity attenuator; conjugation-related protein	ref|NP_414994.1|
NC_000913.3	481254	484403	-	453	acrA	multidrug efflux system protein	ref|NP_414995.1|
NC_000913.3	484426	485619	-	454	acrR	multidrug efflux system	ref|NP_414996.1|
NC_000913.3	485761	486408	+	455	mscK	transcriptional repressor	ref|NP_414997.1|
NC_000913.3	486536	489898	+	456	ybaM	mechanosensitive channel protein, intermediate conductance, K+ regulated	ref|NP_414998.1|
NC_000913.3	490110	490271	-	457	priC	DUF2496 family protein	ref|NP_414999.1|
NC_000913.3	490285	490812	-	458	ybaN	primosomal replication protein N''	ref|NP_415000.1|
NC_000913.3	490882	491259	+	459	apt	DUF454 family inner membrane protein	ref|NP_415001.1|
NC_000913.3	491412	491963	+	460	dnaX	adenine phosphoribosyltransferase	ref|NP_415002.1|
NC_000913.3	492092	494023	+	461	ybaB	DNA polymerase III/DNA elongation factor III, tau and gamma subunits	ref|NP_415003.1|
NC_000913.3	494076	494405	+	462	recR	DNA-binding protein, putative nucleoid-associated protein	ref|NP_415004.1|
NC_000913.3	494405	495010	+	463	htpG	gap repair protein	ref|NP_415005.1|
NC_000913.3	495120	496994	+	464	adk	protein refolding molecular co-chaperone Hsp90, Hsp70-dependent; heat-shock protein; ATPase	ref|NP_415006.1|
NC_000913.3	497175	497819	+	465	hemH	adenylate kinase	ref|NP_415007.1|
NC_000913.3	498055	499017	+	466	aes	ferrochelatase	ref|NP_415008.1|
NC_000913.3	499014	499973	-	467	gsk	acetyl esterase	ref|NP_415009.1|
NC_000913.3	500125	501429	+	468	ybaL	inosine/guanosine kinase	ref|NP_415010.1|
NC_000913.3	501562	503238	-	469	fsr	inner membrane putative NAD(P)-binding transporter	ref|NP_415011.1|
NC_000913.3	503476	504696	-	470	ushA	putative fosmidomycin efflux system protein	ref|NP_415012.1|
NC_000913.3	504914	506566	+	471	ybaK	bifunctional UDP-sugar hydrolase/5'-nucleotidase	ref|NP_415013.1|
NC_000913.3	506603	507082	-	472	ybaP	sRNA antisense regulator of OM chitoporin ChiP(YbfM), Hfq-dependent	ref|NP_415014.1|
NC_000913.3	507286	508080	-	473	ybaQ	TraB family protein	ref|NP_415015.1|
NC_000913.3	508218	508559	+	474	copA	putative DNA-binding transcriptional regulator	ref|NP_415016.4|
NC_000913.3	508875	511379	-	475	glsA	copper transporter	ref|NP_415017.1|
NC_000913.3	511641	512573	+	476	ybaT	glutaminase 1	ref|NP_415018.1|
NC_000913.3	512576	513868	+	477	cueR	putative amino acid transporter	ref|NP_415019.1|
NC_000913.3	513993	514400	+	478	ybbJ	copper-responsive regulon transcriptional regulator	ref|NP_415020.1|
NC_000913.3	514401	514859	-	479	qmcA	inner membrane protein; stimulator of the QmcA suppressor of ftsH-htpX	ref|NP_415021.2|
